tier,ps,ki,incident_id,field,comparison,extracted,ground_truth
Haiku,PS3,KI1,2026-04-07-41ba,ai_system.system_type,incorrect,Facial recognition system,facial recognition
Haiku,PS3,KI1,2026-04-07-41ba,harm.harm_type,incorrect,"Wrongful arrest, wrongful detention, physical injury","rights violation, psychological, physical"
Haiku,PS3,KI1,2026-04-07-41ba,harm.severity,incorrect,High,severe
Haiku,PS3,KI1,2026-04-07-41ba,event.event_date,correct,2026-04-07,2026-04-07
Haiku,PS3,KI1,2026-04-07-41ba,ai_system.name,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-07-41ba,ai_system.developer,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-07-41ba,ai_system.deployer,correct,Reno Police Department,Reno Police Department
Haiku,PS3,KI1,2026-04-07-41ba,event.event_location,correct,"Reno, Nevada, United States","Reno, Nevada, United States"
Haiku,PS3,KI1,2026-04-07-41ba,harm.affected_parties,correct,Jason Killinger,"Jason Killinger, general public"
Haiku,PS3,KI1,2026-04-07-8255,event.event_type,incorrect,AI chatbot linked to user suicide and misinformation generation,AI incident
Haiku,PS3,KI1,2026-04-07-8255,ai_system.system_type,correct,chatbot,chatbot
Haiku,PS3,KI1,2026-04-07-8255,harm.harm_type,incorrect,"suicide, misinformation","psychological, physical"
Haiku,PS3,KI1,2026-04-07-8255,harm.severity,incorrect,high,severe
Haiku,PS3,KI1,2026-04-07-8255,event.event_date,correct,2026-04-07,2026-04-07
Haiku,PS3,KI1,2026-04-07-8255,ai_system.name,correct,Gemini,Gemini
Haiku,PS3,KI1,2026-04-07-8255,ai_system.developer,correct,Google,Google
Haiku,PS3,KI1,2026-04-07-8255,ai_system.deployer,correct,Google,Google
Haiku,PS3,KI1,2026-04-07-8255,event.event_location,correct,"Florida, United States","Florida, United States"
Haiku,PS3,KI1,2026-04-07-8255,harm.affected_parties,incorrect,"user in Florida, users",general public
Haiku,PS3,KI1,2026-04-07-1215,event.event_type,incorrect,AI-driven job displacement,AI incident
Haiku,PS3,KI1,2026-04-07-1215,ai_system.system_type,missing,not stated,other
Haiku,PS3,KI1,2026-04-07-1215,harm.harm_type,correct,Economic harm,economic
Haiku,PS3,KI1,2026-04-07-1215,harm.severity,incorrect,High,significant
Haiku,PS3,KI1,2026-04-07-1215,event.event_date,correct,2026-04-07,2026-04-07
Haiku,PS3,KI1,2026-04-07-1215,ai_system.name,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-07-1215,ai_system.developer,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-07-1215,ai_system.deployer,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-07-1215,event.event_location,correct,United States,United States
Haiku,PS3,KI1,2026-04-07-1215,harm.affected_parties,incorrect,Millions of workers across sectors,US workers displaced by AI
Haiku,PS3,KI1,2026-04-07-970a,event.event_type,correct,AI hazard,AI hazard
Haiku,PS3,KI1,2026-04-07-970a,ai_system.system_type,incorrect,other,generative AI
Haiku,PS3,KI1,2026-04-07-970a,harm.harm_type,incorrect,other,economic
Haiku,PS3,KI1,2026-04-07-970a,harm.severity,incorrect,high,significant
Haiku,PS3,KI1,2026-04-07-970a,event.event_date,correct,2026-04-07,2026-04-07
Haiku,PS3,KI1,2026-04-07-970a,ai_system.name,correct,Claude Mythos,Claude Mythos
Haiku,PS3,KI1,2026-04-07-970a,ai_system.developer,correct,Anthropic,Anthropic
Haiku,PS3,KI1,2026-04-07-970a,ai_system.deployer,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-07-970a,event.event_location,correct,United States,United States
Haiku,PS3,KI1,2026-04-07-970a,harm.affected_parties,missing,not stated,"software industry, general public"
Haiku,PS3,KI1,2026-04-06-73e5,event.event_type,correct,AI hazard,AI hazard
Haiku,PS3,KI1,2026-04-06-73e5,ai_system.system_type,incorrect,large language model,generative AI
Haiku,PS3,KI1,2026-04-06-73e5,harm.harm_type,incorrect,"deception, blackmail, loss of human oversight",other
Haiku,PS3,KI1,2026-04-06-73e5,harm.severity,incorrect,high,significant
Haiku,PS3,KI1,2026-04-06-73e5,event.event_date,correct,2026-04-06,2026-04-06
Haiku,PS3,KI1,2026-04-06-73e5,ai_system.name,correct,"GPT-5.2, Gemini 3 Pro","GPT-5.2, Gemini 3 Pro"
Haiku,PS3,KI1,2026-04-06-73e5,ai_system.developer,missing,not stated,"OpenAI, Google"
Haiku,PS3,KI1,2026-04-06-73e5,ai_system.deployer,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-06-73e5,event.event_location,correct,United States,United States
Haiku,PS3,KI1,2026-04-06-73e5,harm.affected_parties,incorrect,"peer AI systems, human operators/oversight","AI safety researchers, general public"
Haiku,PS3,KI1,2026-04-06-c1da,event.event_type,incorrect,AI-Generated Deepfakes Used in Investment Scams,AI incident
Haiku,PS3,KI1,2026-04-06-c1da,ai_system.system_type,incorrect,deepfake generation,generative AI
Haiku,PS3,KI1,2026-04-06-c1da,harm.harm_type,incorrect,financial fraud,economic
Haiku,PS3,KI1,2026-04-06-c1da,harm.severity,incorrect,high,significant
Haiku,PS3,KI1,2026-04-06-c1da,event.event_date,correct,2026-04-06,2026-04-06
Haiku,PS3,KI1,2026-04-06-c1da,ai_system.name,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-06-c1da,ai_system.developer,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-06-c1da,ai_system.deployer,hallucinated,scammers,not stated
Haiku,PS3,KI1,2026-04-06-c1da,event.event_location,correct,United States,"Pennsylvania, New York, New Hampshire, United States"
Haiku,PS3,KI1,2026-04-06-c1da,harm.affected_parties,incorrect,victims of investment scams,platform victims
Haiku,PS3,KI1,2026-04-06-5706,event.event_type,incorrect,Aircraft crash,AI incident
Haiku,PS3,KI1,2026-04-06-5706,ai_system.system_type,incorrect,AI-enabled semi-autonomous combat drone,autonomous vehicle
Haiku,PS3,KI1,2026-04-06-5706,harm.harm_type,incorrect,Equipment damage,"economic, reputational"
Haiku,PS3,KI1,2026-04-06-5706,harm.severity,correct,Moderate,moderate
Haiku,PS3,KI1,2026-04-06-5706,event.event_date,correct,2026-04-06,2026-04-06
Haiku,PS3,KI1,2026-04-06-5706,ai_system.name,hallucinated,YFQ-42A Dark Merlin,not stated
Haiku,PS3,KI1,2026-04-06-5706,ai_system.developer,correct,General Atomics,General Atomics
Haiku,PS3,KI1,2026-04-06-5706,ai_system.deployer,incorrect,United States Air Force,US Air Force
Haiku,PS3,KI1,2026-04-06-5706,event.event_location,correct,"California, United States","California, United States"
Haiku,PS3,KI1,2026-04-06-5706,harm.affected_parties,missing,not stated,US Air Force
Haiku,PS3,KI1,2026-04-06-843a,event.event_type,correct,AI incident,AI incident
Haiku,PS3,KI1,2026-04-06-843a,ai_system.system_type,correct,autonomous vehicle,autonomous vehicle
Haiku,PS3,KI1,2026-04-06-843a,harm.harm_type,incorrect,property damage,economic
Haiku,PS3,KI1,2026-04-06-843a,harm.severity,correct,minor,minor
Haiku,PS3,KI1,2026-04-06-843a,event.event_date,correct,2026-04-06,2026-04-06
Haiku,PS3,KI1,2026-04-06-843a,ai_system.name,correct,actually smart summon,Actually Smart Summon
Haiku,PS3,KI1,2026-04-06-843a,ai_system.developer,correct,Tesla,Tesla
Haiku,PS3,KI1,2026-04-06-843a,ai_system.deployer,correct,Tesla,Tesla
Haiku,PS3,KI1,2026-04-06-843a,event.event_location,correct,United States,United States
Haiku,PS3,KI1,2026-04-06-843a,harm.affected_parties,incorrect,vehicles,Tesla vehicle owners
Haiku,PS3,KI1,2026-04-06-58f7,event.event_type,correct,AI incident,AI incident
Haiku,PS3,KI1,2026-04-06-58f7,ai_system.system_type,missing,not stated,generative AI
Haiku,PS3,KI1,2026-04-06-58f7,harm.harm_type,incorrect,intellectual property violation,rights violation
Haiku,PS3,KI1,2026-04-06-58f7,harm.severity,missing,not stated,significant
Haiku,PS3,KI1,2026-04-06-58f7,event.event_date,correct,2026-04-06,2026-04-06
Haiku,PS3,KI1,2026-04-06-58f7,ai_system.name,hallucinated,Panda-70M,not stated
Haiku,PS3,KI1,2026-04-06-58f7,ai_system.developer,correct,Apple Inc.,Apple
Haiku,PS3,KI1,2026-04-06-58f7,ai_system.deployer,correct,Apple Inc.,Apple
Haiku,PS3,KI1,2026-04-06-58f7,event.event_location,correct,United States,United States
Haiku,PS3,KI1,2026-04-06-58f7,harm.affected_parties,correct,YouTube creators,YouTubers
Haiku,PS3,KI1,2026-04-06-bee5,event.event_type,incorrect,Economic impact / Job displacement,AI incident
Haiku,PS3,KI1,2026-04-06-bee5,ai_system.system_type,missing,not stated,other
Haiku,PS3,KI1,2026-04-06-bee5,harm.harm_type,correct,economic harm,"economic, psychological"
Haiku,PS3,KI1,2026-04-06-bee5,harm.severity,incorrect,moderate,significant
Haiku,PS3,KI1,2026-04-06-bee5,event.event_date,correct,2026-04-06,2026-04-06
Haiku,PS3,KI1,2026-04-06-bee5,ai_system.name,hallucinated,ChatGPT,not stated
Haiku,PS3,KI1,2026-04-06-bee5,ai_system.developer,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-06-bee5,ai_system.deployer,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-06-bee5,event.event_location,correct,United States,United States
Haiku,PS3,KI1,2026-04-06-bee5,harm.affected_parties,correct,entry-level and less experienced workers,entry-level and less experienced US workers
Haiku,PS3,KI1,2026-04-06-82d9,event.event_type,incorrect,Mass shooting with alleged AI involvement,AI incident
Haiku,PS3,KI1,2026-04-06-82d9,ai_system.system_type,correct,Chatbot,chatbot
Haiku,PS3,KI1,2026-04-06-82d9,harm.harm_type,incorrect,Violence/Mass shooting,physical
Haiku,PS3,KI1,2026-04-06-82d9,harm.severity,incorrect,Critical,severe
Haiku,PS3,KI1,2026-04-06-82d9,event.event_date,incorrect,April 2025,2026-04-06
Haiku,PS3,KI1,2026-04-06-82d9,ai_system.name,correct,ChatGPT,ChatGPT
Haiku,PS3,KI1,2026-04-06-82d9,ai_system.developer,correct,OpenAI,OpenAI
Haiku,PS3,KI1,2026-04-06-82d9,ai_system.deployer,missing,not stated,OpenAI
Haiku,PS3,KI1,2026-04-06-82d9,event.event_location,correct,"Florida State University, Tallahassee, Florida, United States","Tallahassee, Florida, United States"
Haiku,PS3,KI1,2026-04-06-82d9,harm.affected_parties,correct,Victims and families of the Florida State University shooting,victims of the Florida State University shooting
Haiku,PS3,KI1,2026-04-06-3356,event.event_type,incorrect,Privacy violation / Unauthorized data sharing,AI incident
Haiku,PS3,KI1,2026-04-06-3356,ai_system.system_type,missing,not stated,chatbot
Haiku,PS3,KI1,2026-04-06-3356,harm.harm_type,incorrect,privacy violation,rights violation
Haiku,PS3,KI1,2026-04-06-3356,harm.severity,missing,not stated,severe
Haiku,PS3,KI1,2026-04-06-3356,event.event_date,correct,2026-04-06,2026-04-06
Haiku,PS3,KI1,2026-04-06-3356,ai_system.name,correct,Perplexity AI,Perplexity AI
Haiku,PS3,KI1,2026-04-06-3356,ai_system.developer,missing,not stated,Perplexity AI
Haiku,PS3,KI1,2026-04-06-3356,ai_system.deployer,correct,Perplexity,Perplexity AI
Haiku,PS3,KI1,2026-04-06-3356,event.event_location,correct,United States,United States
Haiku,PS3,KI1,2026-04-06-3356,harm.affected_parties,correct,Perplexity AI users,Perplexity AI users
Haiku,PS3,KI1,2026-04-06-1282,event.event_type,incorrect,Unauthorized Model Distillation / Intellectual Property Theft,AI hazard
Haiku,PS3,KI1,2026-04-06-1282,ai_system.system_type,incorrect,Advanced AI models,generative AI
Haiku,PS3,KI1,2026-04-06-1282,harm.harm_type,incorrect,"Intellectual property theft, economic losses, national security risks","economic, rights violation"
Haiku,PS3,KI1,2026-04-06-1282,harm.severity,missing,not stated,moderate
Haiku,PS3,KI1,2026-04-06-1282,event.event_date,correct,2026-04-06,2026-04-06
Haiku,PS3,KI1,2026-04-06-1282,ai_system.name,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-06-1282,ai_system.developer,hallucinated,"OpenAI, Anthropic, Google",not stated
Haiku,PS3,KI1,2026-04-06-1282,ai_system.deployer,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-06-1282,event.event_location,correct,United States,United States
Haiku,PS3,KI1,2026-04-06-1282,harm.affected_parties,incorrect,"OpenAI, Anthropic, Google",US AI companies
Haiku,PS3,KI1,2026-04-05-ba1e,event.event_type,incorrect,Content scraping by AI bots,AI incident
Haiku,PS3,KI1,2026-04-05-ba1e,ai_system.system_type,incorrect,web crawler,other
Haiku,PS3,KI1,2026-04-05-ba1e,harm.harm_type,correct,economic harm,economic
Haiku,PS3,KI1,2026-04-05-ba1e,harm.severity,incorrect,high,significant
Haiku,PS3,KI1,2026-04-05-ba1e,event.event_date,correct,2026-04-05,2026-04-05
Haiku,PS3,KI1,2026-04-05-ba1e,ai_system.name,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-05-ba1e,ai_system.developer,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-05-ba1e,ai_system.deployer,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-05-ba1e,event.event_location,correct,United States,United States
Haiku,PS3,KI1,2026-04-05-ba1e,harm.affected_parties,correct,digital publishers and publishing organizations,digital publishers
Haiku,PS3,KI1,2026-04-05-4167,event.event_type,incorrect,Liability shift for AI system errors,AI hazard
Haiku,PS3,KI1,2026-04-05-4167,ai_system.system_type,incorrect,shopping assistant,ai agent
Haiku,PS3,KI1,2026-04-05-4167,harm.harm_type,incorrect,financial harm,economic
Haiku,PS3,KI1,2026-04-05-4167,harm.severity,missing,not stated,moderate
Haiku,PS3,KI1,2026-04-05-4167,event.event_date,correct,2026-04-05,2026-04-05
Haiku,PS3,KI1,2026-04-05-4167,ai_system.name,hallucinated,Google's Gemini,not stated
Haiku,PS3,KI1,2026-04-05-4167,ai_system.developer,correct,Google,Google
Haiku,PS3,KI1,2026-04-05-4167,ai_system.deployer,incorrect,Target,Google
Haiku,PS3,KI1,2026-04-05-4167,event.event_location,correct,United States,United States
Haiku,PS3,KI1,2026-04-05-4167,harm.affected_parties,correct,customers,Target customers
Haiku,PS3,KI1,2026-04-05-a12c,event.event_type,incorrect,Security vulnerability and system malfunction,AI incident
Haiku,PS3,KI1,2026-04-05-a12c,ai_system.system_type,incorrect,code generation system,generative AI
Haiku,PS3,KI1,2026-04-05-a12c,harm.harm_type,incorrect,"security vulnerability, credential theft, software supply chain compromise, loss of AI control","economic, rights violation"
Haiku,PS3,KI1,2026-04-05-a12c,harm.severity,incorrect,critical,significant
Haiku,PS3,KI1,2026-04-05-a12c,event.event_date,correct,2026-04-05,2026-04-05
Haiku,PS3,KI1,2026-04-05-a12c,ai_system.name,correct,Claude Code,Claude Code
Haiku,PS3,KI1,2026-04-05-a12c,ai_system.developer,correct,Anthropic,Anthropic
Haiku,PS3,KI1,2026-04-05-a12c,ai_system.deployer,incorrect,AMD and other users,Anthropic
Haiku,PS3,KI1,2026-04-05-a12c,event.event_location,correct,United States,United States
Haiku,PS3,KI1,2026-04-05-a12c,harm.affected_parties,incorrect,AMD's AI director and other users,"developers, organizations using Claude Code"
Haiku,PS3,KI1,2026-04-05-2282,event.event_type,incorrect,AI System Behavior - Sycophancy and Misinformation Reinforcement,AI incident
Haiku,PS3,KI1,2026-04-05-2282,ai_system.system_type,correct,chatbot,chatbot
Haiku,PS3,KI1,2026-04-05-2282,harm.harm_type,correct,"psychological harm, irresponsible decisions, suicides, reinforcement of misinformation",psychological
Haiku,PS3,KI1,2026-04-05-2282,harm.severity,incorrect,critical,severe
Haiku,PS3,KI1,2026-04-05-2282,event.event_date,correct,2026-04-05,2026-04-05
Haiku,PS3,KI1,2026-04-05-2282,ai_system.name,correct,"ChatGPT, Claude, Gemini","ChatGPT, Claude, Gemini"
Haiku,PS3,KI1,2026-04-05-2282,ai_system.developer,missing,not stated,"OpenAI, Anthropic, Google"
Haiku,PS3,KI1,2026-04-05-2282,ai_system.deployer,missing,not stated,"OpenAI, Anthropic, Google"
Haiku,PS3,KI1,2026-04-05-2282,event.event_location,correct,United States,United States
Haiku,PS3,KI1,2026-04-05-2282,harm.affected_parties,incorrect,global users,chatbot users
Haiku,PS3,KI1,2026-04-05-a12d,event.event_type,incorrect,Misinformation/Disinformation,AI incident
Haiku,PS3,KI1,2026-04-05-a12d,ai_system.system_type,incorrect,image generation,generative AI
Haiku,PS3,KI1,2026-04-05-a12d,harm.harm_type,incorrect,misinformation,reputational
Haiku,PS3,KI1,2026-04-05-a12d,harm.severity,missing,not stated,moderate
Haiku,PS3,KI1,2026-04-05-a12d,event.event_date,correct,2026-04-05,2026-04-05
Haiku,PS3,KI1,2026-04-05-a12d,ai_system.name,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-05-a12d,ai_system.developer,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-05-a12d,ai_system.deployer,hallucinated,Republican politicians including Greg Abbott,not stated
Haiku,PS3,KI1,2026-04-05-a12d,event.event_location,correct,United States,United States
Haiku,PS3,KI1,2026-04-05-a12d,harm.affected_parties,incorrect,the public,"general public, US airman"
Haiku,PS3,KI1,2026-04-05-0d39,event.event_type,correct,AI incident,AI incident
Haiku,PS3,KI1,2026-04-05-0d39,ai_system.system_type,correct,other,other
Haiku,PS3,KI1,2026-04-05-0d39,harm.harm_type,incorrect,financial loss,economic
Haiku,PS3,KI1,2026-04-05-0d39,harm.severity,incorrect,high,severe
Haiku,PS3,KI1,2026-04-05-0d39,event.event_date,correct,2026-04-05,2026-04-05
Haiku,PS3,KI1,2026-04-05-0d39,ai_system.name,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-05-0d39,ai_system.developer,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-05-0d39,ai_system.deployer,hallucinated,cybercriminals,not stated
Haiku,PS3,KI1,2026-04-05-0d39,event.event_location,correct,United States,United States
Haiku,PS3,KI1,2026-04-05-0d39,harm.affected_parties,correct,cryptocurrency platforms,cryptocurrency platform users
Haiku,PS3,KI1,2026-04-05-8196,event.event_type,incorrect,Misinformation generation,AI incident
Haiku,PS3,KI1,2026-04-05-8196,ai_system.system_type,incorrect,search system,chatbot
Haiku,PS3,KI1,2026-04-05-8196,harm.harm_type,incorrect,misinformation,"reputational, other"
Haiku,PS3,KI1,2026-04-05-8196,harm.severity,incorrect,high,significant
Haiku,PS3,KI1,2026-04-05-8196,event.event_date,correct,2026-04-05,2026-04-05
Haiku,PS3,KI1,2026-04-05-8196,ai_system.name,correct,Google AI Overviews,AI Overviews
Haiku,PS3,KI1,2026-04-05-8196,ai_system.developer,correct,Google,Google
Haiku,PS3,KI1,2026-04-05-8196,ai_system.deployer,correct,Google,Google
Haiku,PS3,KI1,2026-04-05-8196,event.event_location,correct,United States,United States
Haiku,PS3,KI1,2026-04-05-8196,harm.affected_parties,missing,not stated,Google search users
Haiku,PS3,KI1,2026-04-04-723a,event.event_type,incorrect,AI-Generated Voice Cloning and Copyright Fraud,AI incident
Haiku,PS3,KI1,2026-04-04-723a,ai_system.system_type,incorrect,voice cloning,generative AI
Haiku,PS3,KI1,2026-04-04-723a,harm.harm_type,incorrect,"copyright fraud, content takedown, economic harm, reputational harm",rights violation
Haiku,PS3,KI1,2026-04-04-723a,harm.severity,incorrect,high,significant
Haiku,PS3,KI1,2026-04-04-723a,event.event_date,correct,2026-04-04,2026-04-04
Haiku,PS3,KI1,2026-04-04-723a,ai_system.name,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-04-723a,ai_system.developer,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-04-723a,ai_system.deployer,hallucinated,bad actors,not stated
Haiku,PS3,KI1,2026-04-04-723a,event.event_location,correct,United States,United States
Haiku,PS3,KI1,2026-04-04-723a,harm.affected_parties,correct,Murphy Campbell (folk musician),Murphy Campbell
Haiku,PS3,KI1,2026-04-03-ad3a,event.event_type,correct,AI hazard,AI hazard
Haiku,PS3,KI1,2026-04-03-ad3a,ai_system.system_type,incorrect,Chatbot,generative AI
Haiku,PS3,KI1,2026-04-03-ad3a,harm.harm_type,incorrect,Deception and unethical behavior,other
Haiku,PS3,KI1,2026-04-03-ad3a,harm.severity,incorrect,Low,moderate
Haiku,PS3,KI1,2026-04-03-ad3a,event.event_date,correct,2026-04-03,2026-04-03
Haiku,PS3,KI1,2026-04-03-ad3a,ai_system.name,correct,Claude Sonnet 4.5,Claude Sonnet 4.5
Haiku,PS3,KI1,2026-04-03-ad3a,ai_system.developer,correct,Anthropic,Anthropic
Haiku,PS3,KI1,2026-04-03-ad3a,ai_system.deployer,missing,not stated,Anthropic
Haiku,PS3,KI1,2026-04-03-ad3a,event.event_location,correct,United States,United States
Haiku,PS3,KI1,2026-04-03-ad3a,harm.affected_parties,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-03-b896,event.event_type,incorrect,Data Breach / Malware Distribution,AI incident
Haiku,PS3,KI1,2026-04-03-b896,ai_system.system_type,missing,not stated,generative AI
Haiku,PS3,KI1,2026-04-03-b896,harm.harm_type,incorrect,data theft and network compromise,economic
Haiku,PS3,KI1,2026-04-03-b896,harm.severity,missing,not stated,significant
Haiku,PS3,KI1,2026-04-03-b896,event.event_date,correct,2026-04-03,2026-04-03
Haiku,PS3,KI1,2026-04-03-b896,ai_system.name,correct,Claude Code,Claude Code
Haiku,PS3,KI1,2026-04-03-b896,ai_system.developer,correct,Anthropic,Anthropic
Haiku,PS3,KI1,2026-04-03-b896,ai_system.deployer,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-03-b896,event.event_location,correct,United States,United States
Haiku,PS3,KI1,2026-04-03-b896,harm.affected_parties,correct,developers and organizations,"developers, organizations"
Haiku,PS3,KI1,2026-04-03-3751,event.event_type,incorrect,Cyberattack,AI incident
Haiku,PS3,KI1,2026-04-03-3751,ai_system.system_type,incorrect,autonomous agent,generative AI
Haiku,PS3,KI1,2026-04-03-3751,harm.harm_type,incorrect,"cyberattack, data theft","economic, reputational"
Haiku,PS3,KI1,2026-04-03-3751,harm.severity,incorrect,high,severe
Haiku,PS3,KI1,2026-04-03-3751,event.event_date,correct,2026-04-03,2026-04-03
Haiku,PS3,KI1,2026-04-03-3751,ai_system.name,correct,"Mythos, OpenAI models",Mythos
Haiku,PS3,KI1,2026-04-03-3751,ai_system.developer,correct,"Anthropic, OpenAI","Anthropic, OpenAI"
Haiku,PS3,KI1,2026-04-03-3751,ai_system.deployer,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-03-3751,event.event_location,correct,United States,United States
Haiku,PS3,KI1,2026-04-03-3751,harm.affected_parties,correct,"hundreds of devices, government","government agencies, general public"
Haiku,PS3,KI1,2026-04-03-ea3b,event.event_type,correct,AI hazard,AI hazard
Haiku,PS3,KI1,2026-04-03-ea3b,ai_system.system_type,correct,other,other
Haiku,PS3,KI1,2026-04-03-ea3b,harm.harm_type,incorrect,other,economic
Haiku,PS3,KI1,2026-04-03-ea3b,harm.severity,missing,not stated,moderate
Haiku,PS3,KI1,2026-04-03-ea3b,event.event_date,correct,2026-04-03,2026-04-03
Haiku,PS3,KI1,2026-04-03-ea3b,ai_system.name,correct,Slurm Workload Manager,Slurm
Haiku,PS3,KI1,2026-04-03-ea3b,ai_system.developer,correct,SchedMD,SchedMD
Haiku,PS3,KI1,2026-04-03-ea3b,ai_system.deployer,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-03-ea3b,event.event_location,correct,United States,United States
Haiku,PS3,KI1,2026-04-03-ea3b,harm.affected_parties,correct,"AI and supercomputing specialists, competitors",AI and supercomputing community
Haiku,PS3,KI1,2026-04-03-6486,event.event_type,correct,AI hazard,AI hazard
Haiku,PS3,KI1,2026-04-03-6486,ai_system.system_type,correct,chatbot,chatbot
Haiku,PS3,KI1,2026-04-03-6486,harm.harm_type,incorrect,patient safety risk,"physical, psychological"
Haiku,PS3,KI1,2026-04-03-6486,harm.severity,missing,not stated,moderate
Haiku,PS3,KI1,2026-04-03-6486,event.event_date,correct,2026-04-03,2026-04-03
Haiku,PS3,KI1,2026-04-03-6486,ai_system.name,hallucinated,Legion Health AI chatbot,not stated
Haiku,PS3,KI1,2026-04-03-6486,ai_system.developer,correct,Legion Health,Legion Health
Haiku,PS3,KI1,2026-04-03-6486,ai_system.deployer,incorrect,Utah,Legion Health
Haiku,PS3,KI1,2026-04-03-6486,event.event_location,correct,"Utah, United States","Utah, United States"
Haiku,PS3,KI1,2026-04-03-6486,harm.affected_parties,correct,psychiatric patients,psychiatric patients
Haiku,PS3,KI1,2026-04-02-7021,event.event_type,correct,AI hazard,AI hazard
Haiku,PS3,KI1,2026-04-02-7021,ai_system.system_type,incorrect,educational/learning system,other
Haiku,PS3,KI1,2026-04-02-7021,harm.harm_type,incorrect,"educational quality degradation, student well-being risks, privacy risks",psychological
Haiku,PS3,KI1,2026-04-02-7021,harm.severity,missing,not stated,moderate
Haiku,PS3,KI1,2026-04-02-7021,event.event_date,correct,2026-04-02,2026-04-02
Haiku,PS3,KI1,2026-04-02-7021,ai_system.name,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-02-7021,ai_system.developer,missing,not stated,Alpha Schools
Haiku,PS3,KI1,2026-04-02-7021,ai_system.deployer,correct,Alpha Schools,Alpha Schools
Haiku,PS3,KI1,2026-04-02-7021,event.event_location,correct,United States (major US cities),United States
Haiku,PS3,KI1,2026-04-02-7021,harm.affected_parties,correct,students,students
Haiku,PS3,KI1,2026-04-02-2a8b,event.event_type,correct,AI hazard,AI hazard
Haiku,PS3,KI1,2026-04-02-2a8b,ai_system.system_type,incorrect,generative AI,content moderation
Haiku,PS3,KI1,2026-04-02-2a8b,harm.harm_type,incorrect,"Harm to cognitive development, Reality distortion, Economic harm to human creators, Content quality degradation",psychological
Haiku,PS3,KI1,2026-04-02-2a8b,harm.severity,correct,moderate,moderate
Haiku,PS3,KI1,2026-04-02-2a8b,event.event_date,correct,2026-04-02,2026-04-02
Haiku,PS3,KI1,2026-04-02-2a8b,ai_system.name,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-02-2a8b,ai_system.developer,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-02-2a8b,ai_system.deployer,incorrect,Google/YouTube,"Google, YouTube"
Haiku,PS3,KI1,2026-04-02-2a8b,event.event_location,correct,United States,United States
Haiku,PS3,KI1,2026-04-02-2a8b,harm.affected_parties,correct,"Children, Human content creators",children
Haiku,PS3,KI1,2026-04-02-6589,event.event_type,correct,AI incident,AI incident
Haiku,PS3,KI1,2026-04-02-6589,ai_system.system_type,incorrect,content generation,generative AI
Haiku,PS3,KI1,2026-04-02-6589,harm.harm_type,incorrect,intellectual property violation,rights violation
Haiku,PS3,KI1,2026-04-02-6589,harm.severity,missing,not stated,significant
Haiku,PS3,KI1,2026-04-02-6589,event.event_date,correct,2026-04-02,2026-04-02
Haiku,PS3,KI1,2026-04-02-6589,ai_system.name,true_negative,not stated,not stated
Haiku,PS3,KI1,2026-04-02-6589,ai_system.developer,correct,Nota,Nota
Haiku,PS3,KI1,2026-04-02-6589,ai_system.deployer,correct,Nota,Nota
Haiku,PS3,KI1,2026-04-02-6589,event.event_location,correct,United States,United States
Haiku,PS3,KI1,2026-04-02-6589,harm.affected_parties,correct,local journalists,local journalists
Haiku,PS3,KI1,2026-04-01-0b4d,event.event_type,correct,AI hazard,AI hazard
Haiku,PS3,KI1,2026-04-01-0b4d,ai_system.system_type,incorrect,medical imaging analysis,decision support
Haiku,PS3,KI1,2026-04-01-0b4d,harm.harm_type,incorrect,misdiagnosis,physical
Haiku,PS3,KI1,2026-04-01-0b4d,harm.severity,missing,not stated,minor
Haiku,PS3,KI1,2026-04-01-0b4d,event.event_date,correct,2026-04-01,2026-04-01
